season,id,trial,time,frame,x,y,ANGLE,speed,acceleration
spring,20240526-2,T4.npz,0,0,154.89696,88.34969,0.33396196,0,0
spring,20240526-2,T4.npz,0.033333,1,inf,inf,inf,inf,inf
spring,20240526-2,T4.npz,0.066666,2,inf,inf,inf,inf,inf
spring,20240526-2,T4.npz,0.1,3,inf,inf,inf,inf,inf
spring,20240526-2,T4.npz,0.133333,4,155.56195,88.57136,-0.12527765,5.2572355,39.429367
spring,20240526-2,T4.npz,0.166666,5,155.56195,88.57136,-0.12527765,0,157.71866
spring,20240526-2,T4.npz,0.2,6,155.47374,88.64826,-0.37752065,3.5107076,105.31912
spring,20240526-2,T4.npz,0.233333,7,155.47374,88.64826,-0.37752065,0,105.32227
spring,20240526-2,T4.npz,0.266666,8,155.4353,88.508026,-0.32098782,4.362398,130.87326
spring,20240526-2,T4.npz,0.3,9,155.38446,88.49969,-0.18929522,1.5456786,119.23791
spring,20240526-2,T4.npz,0.333333,10,155.38446,88.49969,-0.18929522,0,46.370827
spring,20240526-2,T4.npz,0.366666,11,155.29967,88.59752,2.9753056,3.8837037,116.51228
spring,20240526-2,T4.npz,0.4,12,155.29967,88.59752,2.9753056,0,116.50878
spring,20240526-2,T4.npz,0.433333,13,155.41945,88.83261,2.8730645,7.91555,237.4689
spring,20240526-2,T4.npz,0.466666,14,155.41945,88.83261,2.8730645,0,237.4689
spring,20240526-2,T4.npz,0.5,15,155.40996,88.701195,-0.14867477,3.9527712,118.58077
spring,20240526-2,T4.npz,0.533333,16,155.40996,88.701195,-0.14867477,0,118.58432
spring,20240526-2,T4.npz,0.566666,17,155.40996,88.701195,-0.14867477,0,0
spring,20240526-2,T4.npz,0.6,18,155.13446,88.969986,2.910674,11.546928,346.40094
spring,20240526-2,T4.npz,0.633333,19,155.13446,88.969986,2.910674,0,346.41135
spring,20240526-2,T4.npz,0.666666,20,154.90793,89.16962,2.2991753,9.058295,271.75156
spring,20240526-2,T4.npz,0.7,21,154.90793,89.16962,2.2991753,0,271.74344
spring,20240526-2,T4.npz,0.733333,22,154.884,89.17014,2.5212953,0.71772575,21.531988
spring,20240526-2,T4.npz,0.766666,23,154.84946,89.17578,2.4463036,1.0501037,10.612068
spring,20240526-2,T4.npz,0.8,24,154.84946,89.17578,2.4463036,0,31.50248
spring,20240526-2,T4.npz,0.833333,25,155.04634,89.29397,-3.112172,6.888915,206.66951
spring,20240526-2,T4.npz,0.866666,26,155.04634,89.29397,-3.112172,0,206.66951
spring,20240526-2,T4.npz,0.9,27,155.04634,89.29397,-3.112172,0,0
spring,20240526-2,T4.npz,0.933333,28,155.3688,89.166695,2.9961808,10.400433,312.01608
spring,20240526-2,T4.npz,0.966666,29,155.3688,89.166695,2.9961808,0,312.01608
spring,20240526-2,T4.npz,1,30,155.38397,89.17024,0.04962533,0.4673295,14.019606
spring,20240526-2,T4.npz,1.033333,31,155.38397,89.17024,0.04962533,0,14.020025
spring,20240526-2,T4.npz,1.066666,32,155.45204,89.37298,0.10919909,6.4158463,192.47733
spring,20240526-2,T4.npz,1.1,33,155.45204,89.37298,0.10919909,0,192.47154
spring,20240526-2,T4.npz,1.133333,34,155.45204,89.37298,0.10919909,0,0
spring,20240526-2,T4.npz,1.166666,35,155.25508,89.474815,2.8207934,6.652063,199.56387
spring,20240526-2,T4.npz,1.2,36,155.25508,89.474815,2.8207934,0,199.5579
spring,20240526-2,T4.npz,1.233333,37,155.25385,89.474556,2.802755,0.037869487,1.136096
spring,20240526-2,T4.npz,1.266666,38,155.25385,89.474556,2.802755,0,1.136096
spring,20240526-2,T4.npz,1.3,39,155.25385,89.474556,2.802755,0,0
spring,20240526-2,T4.npz,1.333333,40,154.36813,89.60158,-0.40580848,26.843086,805.3006
spring,20240526-2,T4.npz,1.366666,41,154.38226,89.60241,-0.378861,0.42448518,817.7817
spring,20240526-2,T4.npz,1.4,42,154.58002,89.824776,0.05749033,8.927087,258.95468
spring,20240526-2,T4.npz,1.433333,43,154.58002,89.824776,0.05749033,0,267.81528
spring,20240526-2,T4.npz,1.466666,44,154.74597,89.81031,0.13469487,4.9978814,149.93794
spring,20240526-2,T4.npz,1.5,45,154.74597,89.81031,0.13469487,0,149.93346
spring,20240526-2,T4.npz,1.533333,46,155.24225,89.95829,-2.921417,15.536268,466.0927
spring,20240526-2,T4.npz,1.566666,47,155.23222,89.95781,-2.8574162,0.3014641,474.87967
spring,20240526-2,T4.npz,1.6,48,155.2336,89.960556,-2.920896,0.09218241,10.674661
spring,20240526-2,T4.npz,1.633333,49,155.71321,90.06326,-2.872897,14.714787,439.72598
spring,20240526-2,T4.npz,1.666666,50,155.71321,90.06326,-2.872897,0,441.448
spring,20240526-2,T4.npz,1.7,51,155.71321,90.06326,-2.872897,0,0
spring,20240526-2,T4.npz,1.733333,52,155.89104,90.06656,-2.8964546,5.3358297,160.07649
spring,20240526-2,T4.npz,1.766666,53,155.89104,90.06656,-2.8964546,0,160.07649
spring,20240526-2,T4.npz,1.8,54,155.99829,90.07736,-2.877586,3.233933,97.01605
spring,20240526-2,T4.npz,1.833333,55,155.99829,90.07736,-2.877586,0,97.01897
