season,ID,trial,time,frame,x,y,ANGLE,speed,acceleration
winter,20201103-4,T9,0,0,109.25383,18.36077,1.2205113,0,0
winter,20201103-4,T9,0.033333,1,109.46545,18.673634,1.3349493,11.331417,339.94592
winter,20201103-4,T9,0.066666,2,109.479454,18.961033,-1.9580983,8.632325,179.32004
winter,20201103-4,T9,0.1,3,109.51058,19.29897,-1.8089598,10.18081,48.012413
winter,20201103-4,T9,0.133333,4,109.48694,19.65393,-1.8526887,10.672546,51.626476
winter,20201103-4,T9,0.166666,5,109.526886,20.021255,-1.878506,11.084841,58.306828
winter,20201103-4,T9,0.2,6,109.54225,20.960197,1.4091176,28.171434,514.8993
winter,20201103-4,T9,0.233333,7,109.42848,21.845757,-1.713586,26.785395,125.753044
winter,20201103-4,T9,0.266666,8,109.047134,22.416761,-1.4919586,20.599306,371.6765
winter,20201103-4,T9,0.3,9,108.74289,22.830248,-1.1879805,15.400503,157.8474
winter,20201103-4,T9,0.333333,10,108.44685,23.142193,-0.93447626,12.901702,91.676765
winter,20201103-4,T9,0.366666,11,108.11312,23.2707,-0.8975484,10.728634,168.54628
winter,20201103-4,T9,0.4,12,107.7325,23.494009,-0.7093177,13.238569,95.17686
winter,20201103-4,T9,0.433333,13,107.397316,23.599123,-0.6691344,10.53848,113.95921
winter,20201103-4,T9,0.466666,14,106.97627,23.781916,-0.64823234,13.770493,104.20885
winter,20201103-4,T9,0.5,15,106.918846,23.857342,-0.7892909,2.8438852,341.22546
winter,20201103-4,T9,0.533333,16,106.74505,23.965837,-0.68408924,6.1465654,108.88863
winter,20201103-4,T9,0.566666,17,106.3627,24.29809,-0.74378234,15.196273,275.29285
winter,20201103-4,T9,0.6,18,105.89786,24.959726,-0.8188039,24.25777,305.58102
winter,20201103-4,T9,0.633333,19,105.1801,25.701918,-0.871909,30.974785,238.90657
winter,20201103-4,T9,0.666666,20,104.486046,26.376451,-0.8378719,29.035452,64.51892
winter,20201103-4,T9,0.7,21,103.73154,27.038015,-0.7837057,30.10338,55.626152
winter,20201103-4,T9,0.733333,22,102.923485,27.698614,-0.6946856,31.311756,48.221252
winter,20201103-4,T9,0.766666,23,101.91729,28.277191,-0.58985835,34.820843,193.00935
winter,20201103-4,T9,0.8,24,100.92883,28.9034,-0.48905197,35.102863,45.740982
winter,20201103-4,T9,0.833333,25,99.90232,29.299198,-0.48621446,33.00566,210.17389
winter,20201103-4,T9,0.866666,26,98.82996,29.74201,-0.3414683,34.805836,59.09633
winter,20201103-4,T9,0.9,27,97.69685,29.954163,-0.25320026,34.583458,214.66953
winter,20201103-4,T9,0.933333,28,96.45196,30.089184,-0.12898953,37.5662,122.25203
winter,20201103-4,T9,0.966666,29,95.39127,29.898829,0.05129199,32.329144,336.51846
winter,20201103-4,T9,1,30,94.242546,29.541838,-2.6289449,36.086914,169.59578
winter,20201103-4,T9,1.033333,31,93.14908,29.003588,0.46744522,36.56331,170.54897
winter,20201103-4,T9,1.066666,32,92.06185,28.269123,0.57348925,39.362106,176.68637
winter,20201103-4,T9,1.1,33,90.98676,27.433414,0.6598101,40.850178,91.752686
winter,20201103-4,T9,1.133333,34,89.902725,26.669807,0.80067426,39.780025,65.373055
winter,20201103-4,T9,1.166666,35,88.90297,25.62754,0.78569174,43.327606,262.02075
winter,20201103-4,T9,1.2,36,87.75353,24.587654,0.80641365,46.499798,134.70216
winter,20201103-4,T9,1.233333,37,86.49914,23.5045,-2.389427,49.720295,102.21407
winter,20201103-4,T9,1.266666,38,85.37505,22.589775,0.7910365,43.47746,191.66429
winter,20201103-4,T9,1.3,39,84.271355,21.81135,0.7543277,40.51693,124.05685
winter,20201103-4,T9,1.333333,40,83.05142,20.919237,0.65137297,45.34006,146.36546
winter,20201103-4,T9,1.366666,41,81.74365,20.263,0.637067,43.896,226.53473
winter,20201103-4,T9,1.4,42,80.62094,19.59066,-2.4544795,39.2583,167.2077
winter,20201103-4,T9,1.433333,43,79.58609,19.034454,-2.5274384,35.245953,131.03456
winter,20201103-4,T9,1.466666,44,78.48597,18.631908,0.48194855,35.1441,150.25716
winter,20201103-4,T9,1.5,45,77.34065,18.211943,-2.6933835,36.595787,43.555847
winter,20201103-4,T9,1.533333,46,76.21692,18.050402,0.97409093,34.058834,233.38148
winter,20201103-4,T9,1.566666,47,75.2301,18.047874,-2.5522919,29.60488,188.85738
winter,20201103-4,T9,1.6,48,73.96339,18.121077,0.6272872,38.06422,260.93344
winter,20201103-4,T9,1.633333,49,72.794014,18.395758,-0.10058104,36.03645,201.37938
winter,20201103-4,T9,1.666666,50,71.52566,18.816145,-0.16458668,40.086487,158.53062
winter,20201103-4,T9,1.7,51,70.1167,19.302399,-0.29031584,44.7143,139.70328
winter,20201103-4,T9,1.733333,52,68.81243,19.830204,-0.38566816,42.210983,101.34053
winter,20201103-4,T9,1.766666,53,67.53194,20.484165,-0.29373705,43.13513,115.541016
winter,20201103-4,T9,1.8,54,66.22613,20.90146,-0.35674456,41.12506,214.21802
winter,20201103-4,T9,1.833333,55,64.7704,21.458704,-0.2974433,46.762463,184.6148
winter,20201103-4,T9,1.866666,56,63.63383,21.812468,-0.23830687,35.71099,340.65598
winter,20201103-4,T9,1.9,57,62.790684,22.119646,-0.44025937,26.920341,267.40842
winter,20201103-4,T9,1.933333,58,62.049427,22.632332,-0.54453164,27.038704,206.44527
winter,20201103-4,T9,1.966666,59,61.481678,23.183601,-0.74358916,23.740765,159.97557
winter,20201103-4,T9,2,60,60.93031,23.911411,-0.7343,27.391878,159.54831
winter,20201103-4,T9,2.033333,61,60.30728,24.756762,-0.99300367,31.504303,123.921005
winter,20201103-4,T9,2.066666,62,59.65504,25.60082,-1.0992296,32.0014,26.317299
winter,20201103-4,T9,2.1,63,58.971977,26.45966,-1.1450708,32.919853,30.736925
winter,20201103-4,T9,2.133333,64,58.269184,27.083584,-0.9163496,28.19393,212.14941
winter,20201103-4,T9,2.166666,65,57.406452,27.572327,-0.72552174,29.746836,188.47511
winter,20201103-4,T9,2.2,66,56.87049,28.02031,-0.6457394,20.955458,296.3842
winter,20201103-4,T9,2.233333,67,56.628597,28.378622,-0.74389803,12.9697275,276.68018
winter,20201103-4,T9,2.266666,68,56.444973,28.729797,-0.7780199,11.888715,52.834755
winter,20201103-4,T9,2.3,69,56.41926,29.18675,-1.3297993,13.729965,171.05025
winter,20201103-4,T9,2.333333,70,56.261753,29.803537,1.6399417,19.097654,186.463
winter,20201103-4,T9,2.366666,71,56.2374,30.694315,-1.5169597,26.733574,274.1746
winter,20201103-4,T9,2.4,72,56.198826,31.880976,-1.5202281,35.617886,266.56696
winter,20201103-4,T9,2.433333,73,56.06014,33.036438,-1.6127133,34.91305,94.367
winter,20201103-4,T9,2.466666,74,55.94212,34.469193,-1.7389067,43.128666,250.26013
winter,20201103-4,T9,2.5,75,55.9012,35.975494,-1.6093941,45.204792,95.865906
winter,20201103-4,T9,2.533333,76,55.81076,37.54425,-1.454307,47.14127,71.764946
winter,20201103-4,T9,2.566666,77,55.51723,39.00507,-1.6658417,44.700954,206.99825
winter,20201103-4,T9,2.6,78,55.36273,40.16998,-1.5564532,35.2527,294.2719
winter,20201103-4,T9,2.633333,79,55.235477,41.136013,1.5565872,29.231607,180.63647
winter,20201103-4,T9,2.666666,80,55.00218,41.979347,1.6458727,26.250593,145.96124
winter,20201103-4,T9,2.7,81,54.865116,42.998146,1.4765059,30.838688,180.08739
winter,20201103-4,T9,2.733333,82,54.800877,44.17012,1.5725462,35.212315,152.66914
winter,20201103-4,T9,2.766666,83,54.723236,45.40273,1.5570681,37.051964,55.891613
winter,20201103-4,T9,2.8,84,54.758636,46.856705,-1.5837193,43.631245,223.66087
winter,20201103-4,T9,2.833333,85,54.753506,48.30404,1.631128,43.420746,36.955765
winter,20201103-4,T9,2.866666,86,54.837463,49.933044,-1.7124145,48.935513,182.1095
winter,20201103-4,T9,2.9,87,54.81103,51.39702,1.4287043,43.925568,178.72455
winter,20201103-4,T9,2.933333,88,54.84631,53.080803,-1.6246511,50.525154,205.51962
winter,20201103-4,T9,2.966666,89,54.68348,54.792118,-1.6476065,51.571777,180.01794
winter,20201103-4,T9,3,90,54.65779,56.53577,-1.661985,52.31422,126.80596
winter,20201103-4,T9,3.033333,91,54.52669,58.254723,-1.4939932,51.71885,97.43479
winter,20201103-4,T9,3.066666,92,54.32816,59.652252,-1.5697649,42.347244,295.58408
winter,20201103-4,T9,3.1,93,54.18398,61.052464,-1.4606168,42.22757,48.980297
winter,20201103-4,T9,3.133333,94,54.161682,62.467606,-1.5944314,42.46005,110.513794
winter,20201103-4,T9,3.166666,95,54.116245,63.87708,1.676859,42.3065,21.438362
winter,20201103-4,T9,3.2,96,54.145706,65.00537,1.4405519,33.859764,261.90616
winter,20201103-4,T9,3.233333,97,54.134747,65.93376,1.6343822,27.8538,183.53448
winter,20201103-4,T9,3.266666,98,54.122837,66.745094,-1.5304284,24.342812,105.354546
winter,20201103-4,T9,3.3,99,54.047447,67.41022,1.6264167,20.081087,143.46863
winter,20201103-4,T9,3.333333,100,54.063766,67.941826,-1.4714649,15.955854,145.76837
winter,20201103-4,T9,3.366666,101,54.06965,68.404686,1.1034362,13.887074,62.58087
winter,20201103-4,T9,3.4,102,54.0566,68.7265,-1.4919422,9.662222,128.08607
winter,20201103-4,T9,3.433333,103,53.994568,68.854034,-1.4921838,4.25471,180.3183
