season,ID,trial,time,frame,x,y,ANGLE,speed,acceleration
winter,20240225-1,T4,0,0,153.08368,93.02254,0.038189914,0,0
winter,20240225-1,T4,0.033333,1,153.09183,92.99722,-3.011358,0.7977754,23.9335
winter,20240225-1,T4,0.066666,2,153.08348,93.00492,-2.9440827,0.34080377,33.21768
winter,20240225-1,T4,0.1,3,153.09012,92.970604,-2.9829526,1.0485723,40.147137
winter,20240225-1,T4,0.133333,4,153.09012,92.970604,-2.9829526,0,31.457485
winter,20240225-1,T4,0.166666,5,153.06828,92.98072,0.070991375,0.72192645,21.65801
winter,20240225-1,T4,0.2,6,153.11304,92.99663,0.09024833,1.4249641,60.156994
winter,20240225-1,T4,0.233333,7,153.11131,93.013145,0.14276578,0.49823326,41.83574
winter,20240225-1,T4,0.266666,8,153.06007,93.14236,0.19533515,4.170248,110.79198
winter,20240225-1,T4,0.3,9,153.04793,93.14052,0.13153169,0.3682057,123.08688
winter,20240225-1,T4,0.333333,10,153.05565,93.139656,0.13914202,0.23267564,17.880692
winter,20240225-1,T4,0.366666,11,153.09804,93.50635,0.3889962,11.074084,332.27173
winter,20240225-1,T4,0.4,12,153.1284,93.505775,0.39898914,0.9111109,330.7112
winter,20240225-1,T4,0.433333,13,153.11884,93.723595,0.2788508,6.540971,199.81754
winter,20240225-1,T4,0.466666,14,153.14134,93.70708,0.2743782,0.8377246,212.87646
winter,20240225-1,T4,0.5,15,153.14235,93.71273,0.23183931,0.17231195,27.803225
winter,20240225-1,T4,0.533333,16,153.14265,93.714905,0.22110686,0.06570876,3.200201
winter,20240225-1,T4,0.566666,17,153.1511,93.70577,0.23226817,0.3731303,12.534593
winter,20240225-1,T4,0.6,18,153.04738,93.96017,0.21549475,8.241632,257.754
winter,20240225-1,T4,0.633333,19,153.05766,93.95111,0.27304715,0.41113645,258.35034
winter,20240225-1,T4,0.666666,20,152.9884,93.98386,0.35702583,2.2983818,80.87797
winter,20240225-1,T4,0.7,21,152.99449,93.987206,0.34978586,0.2086643,72.79657
winter,20240225-1,T4,0.733333,22,152.4826,93.672295,0.27559793,18.0303,547.16705
winter,20240225-1,T4,0.766666,23,152.4613,93.68608,0.28401572,0.76103014,531.49036
winter,20240225-1,T4,0.8,24,152.42607,93.669266,0.2933901,1.1713818,30.263018
winter,20240225-1,T4,0.833333,25,150.79166,93.64162,2.7977216,49.03998,1439.3201
winter,20240225-1,T4,0.866666,26,150.81316,93.634926,2.8306541,0.67577505,1490.483
winter,20240225-1,T4,0.9,27,150.83418,93.65526,2.822861,0.87735426,24.315283
winter,20240225-1,T4,0.933333,28,148.43057,93.63989,-3.138139,72.11052,2182.453
winter,20240225-1,T4,0.966666,29,145.85292,93.70071,2.6913195,77.352,170.9904
winter,20240225-1,T4,1,30,145.84705,93.69373,2.7589974,0.27362174,2315.3804
winter,20240225-1,T4,1.033333,31,145.87389,93.74143,2.729093,1.6421621,57.35024
winter,20240225-1,T4,1.066666,32,143.69955,93.75365,1.0310297,65.23178,1981.3671
winter,20240225-1,T4,1.1,33,143.7462,93.76302,1.3180982,1.4272103,1998.8611
winter,20240225-1,T4,1.133333,34,143.7894,93.734375,0.9642638,1.5550371,34.35795
winter,20240225-1,T4,1.166666,35,143.7716,93.72416,0.9642638,0.6154911,57.34371
winter,20240225-1,T4,1.2,36,143.7716,93.72416,0.9642638,0,18.464363
winter,20240225-1,T4,1.233333,37,138.85541,93.589645,-0.19957231,147.54263,4426.323
winter,20240225-1,T4,1.266666,38,138.80374,93.58765,-0.2422393,1.5512699,4379.7876
winter,20240225-1,T4,1.3,39,137.09311,93.25053,-3.1254876,52.305077,1523.1655
winter,20240225-1,T4,1.333333,40,137.07973,93.249374,-3.10636,0.40267017,1557.1589
winter,20240225-1,T4,1.366666,41,136.3195,93.06527,-2.8466363,23.466164,692.0522
winter,20240225-1,T4,1.4,42,136.30956,93.06763,-2.8704813,0.30697587,695.7731
winter,20240225-1,T4,1.433333,43,136.30594,93.0705,-3.0180311,0.13853349,5.730002
winter,20240225-1,T4,1.466666,44,133.92374,93.03867,2.9916525,71.473335,2141.007
winter,20240225-1,T4,1.5,45,133.91605,93.03561,3.0095415,0.24844584,2137.202
winter,20240225-1,T4,1.533333,46,131.18163,92.932945,-3.132514,82.09132,2455.7456
winter,20240225-1,T4,1.566666,47,131.18135,92.93801,-3.1389017,0.15211888,2462.7056
winter,20240225-1,T4,1.6,48,131.2036,92.95807,3.110929,0.8985803,24.337671
winter,20240225-1,T4,1.633333,49,128.97249,93.04898,-0.08776465,66.98967,2029.0669
winter,20240225-1,T4,1.666666,50,128.9406,93.05937,-0.04627624,1.0061631,1980.6694
winter,20240225-1,T4,1.7,51,126.34312,93.21513,3.09627,78.06291,2312.645
winter,20240225-1,T4,1.733333,52,126.33308,93.21879,3.0934396,0.32050857,2332.697
winter,20240225-1,T4,1.766666,53,126.308136,93.208015,3.0725229,0.8151145,18.6714
winter,20240225-1,T4,1.8,54,126.32298,93.21975,3.1149862,0.5677739,41.144672
winter,20240225-1,T4,1.833333,55,126.32298,93.21975,3.1149862,0,17.033386
winter,20240225-1,T4,1.866666,56,121.718956,93.42198,-0.008968655,138.25542,4147.7046
winter,20240225-1,T4,1.9,57,121.71062,93.42745,-0.01955348,0.29926893,4139.8643
winter,20240225-1,T4,1.933333,58,119.2079,93.3829,-0.13298035,75.09398,2245.4268
winter,20240225-1,T4,1.966666,59,119.20152,93.38917,-0.12041289,0.26847184,2247.2075
winter,20240225-1,T4,2,60,119.18826,93.38997,-0.12420295,0.39838538,7.909715
winter,20240225-1,T4,2.033333,61,118.13523,93.371124,-0.21976449,31.596394,935.98645
