ID,Trial,Season,time,frame,x,y,ANGLE,speed,acceleration
winter,20200625-3,T1,0.0,0.0,50.08384,72.91639,1.6525848,0.0,0.0
winter,20200625-3,T1,0.033333,1.0,50.25499,72.62411,-1.1540002,10.161224,304.83975
winter,20200625-3,T1,0.066666,2.0,50.282536,72.68008,-1.1660922,1.8713461,339.0286
winter,20200625-3,T1,0.1,3.0,50.40956,72.66942,-1.2838734,3.8240588,107.74671
winter,20200625-3,T1,0.133333,4.0,50.61531,72.482346,-1.1252046,8.342412,173.86995
winter,20200625-3,T1,0.166666,5.0,50.837654,72.20582,2.2730348,10.645027,81.88711
winter,20200625-3,T1,0.2,6.0,50.86902,72.15712,2.2391086,1.7378134,267.55426
winter,20200625-3,T1,0.233333,7.0,51.017426,72.119736,-0.6354257,4.5912247,105.828926
winter,20200625-3,T1,0.266666,8.0,51.06456,72.102066,-0.57287246,1.5102164,92.853325
winter,20200625-3,T1,0.3,9.0,51.058086,72.13803,-0.5828865,1.096376,68.25229
winter,20200625-3,T1,0.333333,10.0,51.08223,72.10341,-0.59183073,1.2662636,69.24999
winter,20200625-3,T1,0.366666,11.0,51.02381,72.11763,-0.666412,1.8037655,86.33483
winter,20200625-3,T1,0.4,12.0,51.026287,72.15087,-0.5932133,1.0000905,57.418304
winter,20200625-3,T1,0.433333,13.0,51.03019,72.25353,-0.50074124,3.0819988,62.487213
winter,20200625-3,T1,0.466666,14.0,51.086742,72.336105,-0.40392864,3.00257,50.71414
winter,20200625-3,T1,0.5,15.0,51.064034,72.35828,-0.40647712,0.95208246,89.68825
winter,20200625-3,T1,0.533333,16.0,51.121017,72.54243,-0.0960802,5.782959,162.47267
winter,20200625-3,T1,0.566666,17.0,51.058434,72.8247,2.8338313,8.673905,139.21634
winter,20200625-3,T1,0.6,18.0,51.13654,73.03794,-2.7213013,6.8128977,141.04245
winter,20200625-3,T1,0.633333,19.0,51.298668,73.273895,0.3707883,8.588561,78.334625
winter,20200625-3,T1,0.666666,20.0,51.379128,73.567314,0.52583253,9.127704,89.877846
winter,20200625-3,T1,0.7,21.0,51.482124,73.94564,-2.7330303,11.762584,79.046906
