ID,Trial,Season,time,frame,x,y,ANGLE,speed,acceleration
winter,20240223-1,T3,,0,86.050877,158.59206,,,
winter,20240223-1,T3,0,1,93.20527,104.41912,0.781115,0,0
winter,20240223-1,T3,0.033333,2,93.13056,104.396065,0.74705017,2.3454154,70.36317
winter,20240223-1,T3,0.066666,3,93.12155,104.39685,0.7548498,0.2712614,62.900894
winter,20240223-1,T3,0.1,4,93.12155,104.39685,0.7548498,0,8.137679
winter,20240223-1,T3,0.133333,5,93.11557,104.38735,0.77224505,0.33689058,10.106818
winter,20240223-1,T3,0.166666,6,92.19486,103.89895,-0.42475125,31.2672,929.272
winter,20240223-1,T3,0.2,7,92.18874,103.89723,-0.48574185,0.19050089,932.4128
winter,20240223-1,T3,0.233333,8,92.18061,103.89514,0.6856754,0.25205585,1.8529727
winter,20240223-1,T3,0.266666,9,92.05154,103.70042,0.56604517,7.008558,204.70822
winter,20240223-1,T3,0.3,10,92.05154,103.70042,0.56604517,0,210.25255
winter,20240223-1,T3,0.333333,11,91.97574,103.65249,0.5592257,2.6904693,80.71488
winter,20240223-1,T3,0.366666,12,91.96195,103.64774,0.5518042,0.43732023,68.01574
winter,20240223-1,T3,0.4,13,91.966286,103.64216,0.5481376,0.21195431,16.319551
winter,20240223-1,T3,0.433333,14,91.966286,103.64216,0.5481376,0,6.358693
winter,20240223-1,T3,0.466666,15,91.966286,103.64216,0.5481376,0,0
winter,20240223-1,T3,0.5,16,91.966286,103.64216,0.5481376,0,0
winter,20240223-1,T3,0.533333,17,91.966286,103.64216,0.5481376,0,0
winter,20240223-1,T3,0.566666,18,91.95095,103.65394,-0.7606958,0.58007216,17.402338
winter,20240223-1,T3,0.6,19,91.95095,103.65394,-0.7606958,0,17.401817
winter,20240223-1,T3,0.633333,20,91.93946,103.657425,-0.89529,0.3602275,10.806933
winter,20240223-1,T3,0.666666,21,91.89352,103.62772,0.5212668,1.6412543,43.055046
winter,20240223-1,T3,0.7,22,91.89352,103.62772,0.5212668,0,49.236645
winter,20240223-1,T3,0.733333,23,91.91892,103.580444,-1.0742388,1.610222,48.307144
winter,20240223-1,T3,0.766666,24,91.91556,103.586845,-1.05868,0.21697578,54.81628
winter,20240223-1,T3,0.8,25,91.85095,103.53388,-2.760672,2.5060465,76.75105
winter,20240223-1,T3,0.833333,26,91.85095,103.53388,-2.760672,0,75.18215
winter,20240223-1,T3,0.866666,27,91.859146,103.52989,-2.7570698,0.27333924,8.200259
winter,20240223-1,T3,0.9,28,91.859146,103.52989,-2.7570698,0,8.200014
winter,20240223-1,T3,0.933333,29,91.85095,103.53388,-2.760672,0.27333924,8.200259
winter,20240223-1,T3,0.966666,30,91.900185,103.55685,0.6841657,1.629726,54.430737
winter,20240223-1,T3,1,31,91.90616,103.555435,0.6869929,0.18424077,44.6815
winter,20240223-1,T3,1.033333,32,92.4362,103.880424,0.8026688,18.652437,555.66754
winter,20240223-1,T3,1.066666,33,92.436874,103.88796,0.8493301,0.22702803,555.5439
winter,20240223-1,T3,1.1,34,92.436874,103.88796,0.8493301,0,6.810705
winter,20240223-1,T3,1.133333,35,92.91977,104.05964,-0.72224426,15.375201,461.26065
winter,20240223-1,T3,1.166666,36,92.90938,104.05858,-0.7604751,0.31327376,470.39648
winter,20240223-1,T3,1.2,37,92.89211,104.36169,-0.97426814,9.107832,273.817
winter,20240223-1,T3,1.233333,38,92.88228,104.370514,-0.9628643,0.3964209,264.9342
winter,20240223-1,T3,1.266666,39,92.86944,104.37925,-0.96300983,0.46603823,2.711568
winter,20240223-1,T3,1.3,40,92.87915,104.370514,-0.96238667,0.39201203,25.682756
winter,20240223-1,T3,1.333333,41,92.89211,104.36169,-0.97426814,0.47044083,2.9214807
winter,20240223-1,T3,1.366666,42,92.88228,104.370514,-0.9628643,0.3964209,25.948479
winter,20240223-1,T3,1.4,43,92.25991,104.79711,-1.0551896,22.635675,667.26764
winter,20240223-1,T3,1.433333,44,92.26567,104.80104,-1.0863259,0.20934404,681.37836
winter,20240223-1,T3,1.466666,45,92.12134,104.90944,-1.0203793,5.4151974,164.58594
winter,20240223-1,T3,1.5,46,92.11956,104.900375,-1.04664,0.27699667,166.24101
winter,20240223-1,T3,1.533333,47,92.040596,104.99898,-1.0143052,3.7897792,119.23018
winter,20240223-1,T3,1.566666,48,92.040596,104.99898,-1.0143052,0,113.69452
winter,20240223-1,T3,1.6,49,91.89832,105.51996,-0.7153241,16.20147,486.0344
winter,20240223-1,T3,1.633333,50,91.88879,105.54333,-0.721686,0.75711197,463.5093
winter,20240223-1,T3,1.666666,51,91.88629,105.53622,-0.7211954,0.22594702,28.149668
winter,20240223-1,T3,1.7,52,91.88629,105.53622,-0.7211954,0,6.778276
winter,20240223-1,T3,1.733333,53,91.88629,105.53622,-0.7211954,0,0
winter,20240223-1,T3,1.766666,54,91.8096,106.704445,1.998317,35.12273,1053.6925
winter,20240223-1,T3,1.8,55,91.7991,106.71283,2.0711033,0.40290588,1045.5547
winter,20240223-1,T3,1.833333,56,91.7991,106.71283,2.0711033,0,12.087298
winter,20240223-1,T3,1.866666,57,91.58938,107.21162,2.1418355,16.232841,486.99014
winter,20240223-1,T3,1.9,58,91.604385,107.1813,2.1735795,1.0149919,517.3702
winter,20240223-1,T3,1.933333,59,91.491516,107.13579,-1.0464338,3.6512187,115.91084
winter,20240223-1,T3,1.966666,60,91.49159,107.13509,-1.0456805,0.020844938,109.37438
winter,20240223-1,T3,2,61,91.48578,107.12719,-0.9982297,0.29443035,8.386348
winter,20240223-1,T3,2.033333,62,91.70964,107.1458,-0.29149413,6.739049,208.08633
winter,20240223-1,T3,2.066666,63,91.70826,107.131226,-0.26578197,0.4391603,204.90869
winter,20240223-1,T3,2.1,64,91.721466,107.138435,-0.26183122,0.45157394,23.599886
winter,20240223-1,T3,2.133333,65,91.71341,107.12779,-0.26183122,0.4005856,24.997095
winter,20240223-1,T3,2.166666,66,91.71341,107.12779,-0.26183122,0,12.017689
winter,20240223-1,T3,2.2,67,94.61906,106.86104,0.017565422,87.53422,2625.9744
winter,20240223-1,T3,2.233333,68,94.61993,106.862755,-0.015887378,0.057839856,2625.4155
winter,20240223-1,T3,2.266666,69,97.19241,106.57531,-3.1383967,77.65562,2329.087
winter,20240223-1,T3,2.3,70,97.19241,106.57531,-3.1383967,0,2329.622
winter,20240223-1,T3,2.333333,71,98.90217,105.96299,2.9656973,54.483418,1634.5188
winter,20240223-1,T3,2.366666,72,98.90217,105.96299,2.9656973,0,1634.5188
winter,20240223-1,T3,2.4,73,98.914185,105.96547,2.9334123,0.3681189,11.043346
winter,20240223-1,T3,2.433333,74,99.34486,105.71115,-0.811402,15.004633,442.0236
winter,20240223-1,T3,2.466666,75,99.50509,105.641426,-0.89362967,5.242431,294.68997
winter,20240223-1,T3,2.5,76,99.51073,105.64857,-0.89163303,0.27277985,155.38081
winter,20240223-1,T3,2.533333,77,99.50509,105.641426,-0.89362967,0.27278802,16.367199
winter,20240223-1,T3,2.566666,78,99.50509,105.641426,-0.89362967,0,8.1837225
winter,20240223-1,T3,2.6,79,99.33088,105.29608,1.9792101,11.603791,348.1068
winter,20240223-1,T3,2.633333,80,99.33088,105.29608,1.9792101,0,348.11722
winter,20240223-1,T3,2.666666,81,98.87154,105.12824,1.6619548,14.671574,440.1516
winter,20240223-1,T3,2.7,82,98.8667,105.13058,1.7403381,0.16090341,436.78833
winter,20240223-1,T3,2.733333,83,98.85102,105.128334,1.706138,0.47532248,10.599647
winter,20240223-1,T3,2.766666,84,98.83098,105.15801,1.3002957,1.0742681,28.99135
winter,20240223-1,T3,2.8,85,98.83098,105.15801,1.3002957,0,32.227398
winter,20240223-1,T3,2.833333,86,98.69098,105.09707,1.7409117,4.5805764,137.41867
winter,20240223-1,T3,2.866666,87,98.68754,105.10052,1.2849698,0.14601907,135.87592
winter,20240223-1,T3,2.9,88,98.69437,105.10867,1.3312582,0.31912908,10.17097
winter,20240223-1,T3,2.933333,89,98.68868,105.11658,1.3209383,0.29206687,11.26301
winter,20240223-1,T3,2.966666,90,98.68181,105.109566,1.3209383,0.29452363,13.465582
winter,20240223-1,T3,3,91,98.41621,105.050644,-1.7983022,8.161809,237.49213
winter,20240223-1,T3,3.033333,92,98.3972,105.03708,-1.8320389,0.70046973,225.66626
winter,20240223-1,T3,3.066666,93,97.999435,104.95008,1.1069717,12.215076,347.2391
winter,20240223-1,T3,3.1,94,97.96853,104.907196,1.3530322,1.5859482,332.54156
winter,20240223-1,T3,3.133333,95,97.567604,104.8127,1.3136241,12.357296,336.2379
winter,20240223-1,T3,3.166666,96,97.5685,104.81511,1.3803378,0.0770724,372.0027
winter,20240223-1,T3,3.2,97,96.83315,104.568405,1.5755107,23.268185,699.48114
winter,20240223-1,T3,3.233333,98,96.82417,104.56521,1.5185097,0.28601027,689.4737
winter,20240223-1,T3,3.266666,99,96.82417,104.56521,1.5185097,0,8.580395
winter,20240223-1,T3,3.3,100,96.822,104.56087,1.5212029,0.14549589,4.3647895
winter,20240223-1,T3,3.333333,101,96.83208,104.56948,1.5188149,0.39762852,16.039944
winter,20240223-1,T3,3.366666,102,96.81731,104.554375,1.5136881,0.6339313,30.917803
winter,20240223-1,T3,3.4,103,95.34139,104.382164,2.6669486,44.57682,1322.5522
winter,20240223-1,T3,3.433333,104,95.34245,104.35203,2.7379127,0.90454125,1335.3944
winter,20240223-1,T3,3.466666,105,95.34245,104.35203,2.7379127,0,27.13651
winter,20240223-1,T3,3.5,106,94.88456,104.12156,2.574886,15.3784895,461.3455
winter,20240223-1,T3,3.533333,107,94.66359,103.94157,2.8287764,8.549914,218.01396
winter,20240223-1,T3,3.566666,108,94.66359,103.94157,2.8287764,0,256.5
winter,20240223-1,T3,3.6,109,94.66359,103.94157,2.8287764,0,0
winter,20240223-1,T3,3.633333,110,94.490654,103.96591,2.8951404,5.239244,157.1789
winter,20240223-1,T3,3.666666,111,94.47598,103.968925,2.8776865,0.44933763,143.72751
winter,20240223-1,T3,3.7,112,94.483086,103.97499,2.8771548,0.28014565,19.785034
winter,20240223-1,T3,3.733333,113,94.483086,103.97499,2.8771548,0,8.404453
winter,20240223-1,T3,3.766666,114,94.483086,103.97499,2.8771548,0,0
winter,20240223-1,T3,3.8,115,94.30142,103.90233,2.85371,5.869583,176.08397
winter,20240223-1,T3,3.833333,116,94.30142,103.90233,2.85371,0,176.08925
winter,20240223-1,T3,3.866666,117,93.702354,103.888115,-3.0604713,17.9772,539.3214
winter,20240223-1,T3,3.9,118,93.702354,103.888115,-3.0604713,0,539.30524
winter,20240223-1,T3,3.933333,119,93.49799,103.70579,-3.0856655,8.216228,246.4893
winter,20240223-1,T3,3.966666,120,93.50298,103.693344,-3.1151927,0.40203902,242.64717
winter,20240223-1,T3,4,121,93.50298,103.693344,-3.1151927,0,12.06093
