ID,Trial,Season,time,frame,x,y,ANGLE,speed,acceleration
winter,20240223-1,T2,0.0,0.0,202.20488,160.3542,0.33396196,0.0,0.0
winter,20240223-1,T2,0.034482,1.0,201.38167,158.7834,-2.9943619,51.431007,1491.5321
winter,20240223-1,T2,0.068965,2.0,201.35,158.81519,3.1392372,1.3008558,1503.2356
winter,20240223-1,T2,0.103448,3.0,201.35,158.81519,3.1392372,0.0,37.724552
winter,20240223-1,T2,0.137931,4.0,201.30602,158.81677,3.040948,1.2765055,37.0184
winter,20240223-1,T2,0.172413,5.0,201.30602,158.81677,3.040948,0.0,37.019478
winter,20240223-1,T2,0.206896,6.0,200.6035,159.59283,-0.5756487,30.357033,880.3478
winter,20240223-1,T2,0.241379,7.0,200.70116,159.5847,-0.59820944,2.841859,942.2218
winter,20240223-1,T2,0.275862,8.0,202.25694,159.27495,2.7295523,46.00275,1252.2208
winter,20240223-1,T2,0.310344,9.0,201.39688,159.80513,2.648677,29.300543,2151.0679
winter,20240223-1,T2,0.344827,10.0,200.14986,160.53638,2.6853373,41.9226,366.7238
winter,20240223-1,T2,0.37931,11.0,200.14986,160.53638,2.6853373,0.0,1215.7468
winter,20240223-1,T2,0.413793,12.0,199.05896,161.85187,2.1283085,49.559414,1437.2129
winter,20240223-1,T2,0.448275,13.0,199.08493,161.80183,2.1880462,1.6345345,1483.6124
winter,20240223-1,T2,0.482758,14.0,199.08493,161.80183,2.1880462,0.0,47.401165
winter,20240223-1,T2,0.517241,15.0,198.70834,162.35536,1.8918931,19.414932,563.02905
winter,20240223-1,T2,0.551724,16.0,198.43333,162.93198,1.8720253,18.525948,87.5908
winter,20240223-1,T2,0.586206,17.0,198.32466,163.48155,1.7722632,16.24664,141.7156
winter,20240223-1,T2,0.620689,18.0,198.32466,163.48155,1.7722632,0.0,471.14926
winter,20240223-1,T2,0.655172,19.0,198.27577,163.66162,1.8004566,5.4112115,156.92403
winter,20240223-1,T2,0.689655,20.0,198.19342,163.96056,-1.1199213,8.991642,103.834526
winter,20240223-1,T2,0.724137,21.0,197.98573,165.17126,1.8659859,35.624325,774.0685
winter,20240223-1,T2,0.75862,22.0,197.90309,165.09653,1.8756328,3.2314084,1086.1757
winter,20240223-1,T2,0.793103,23.0,197.6993,165.42186,1.940999,11.132657,351.53027
winter,20240223-1,T2,0.827586,24.0,197.14743,168.93636,-1.4217558,103.168625,2697.9827
winter,20240223-1,T2,0.862068,25.0,197.10728,168.83731,-1.4306092,3.099516,3069.3694
winter,20240223-1,T2,0.896551,26.0,197.10728,168.83731,-1.4306092,0.0,89.88534
winter,20240223-1,T2,0.931034,27.0,196.11497,170.71465,1.9182496,61.579956,1785.8062
winter,20240223-1,T2,0.965517,28.0,195.64098,171.73782,1.9431624,32.70133,840.2471
winter,20240223-1,T2,1.0,29.0,195.65457,171.73015,1.903463,0.45250678,959.02014
winter,20240223-1,T2,1.034482,30.0,194.95634,173.38022,1.9518431,51.96083,1517.3137
winter,20240223-1,T2,1.068965,31.0,194.85149,173.45769,1.976318,3.7805195,1413.5914
winter,20240223-1,T2,1.103448,32.0,194.77914,173.81482,1.9904135,10.566979,236.76799
winter,20240223-1,T2,1.137931,33.0,193.36874,175.8508,1.9255902,71.82618,1805.4707
winter,20240223-1,T2,1.172413,34.0,193.36874,175.8508,1.9255902,0.0,2083.0051
winter,20240223-1,T2,1.206896,35.0,192.42159,178.38066,2.112411,78.33861,2271.8037
winter,20240223-1,T2,1.241379,36.0,191.7044,180.17163,-1.322916,55.947334,650.7967
winter,20240223-1,T2,1.275862,37.0,191.6838,180.20563,-1.3313985,1.1529028,1589.4838
winter,20240223-1,T2,1.310344,38.0,191.69939,180.21832,-1.3416743,0.5826981,35.310352
winter,20240223-1,T2,1.344827,39.0,191.03511,182.5419,1.9623173,70.08274,2025.7836
winter,20240223-1,T2,1.37931,40.0,190.43588,184.02396,1.9358741,46.359295,709.82275
winter,20240223-1,T2,1.413793,41.0,189.51825,186.23238,1.6583679,69.352455,666.98315
winter,20240223-1,T2,1.448275,42.0,189.46391,186.31294,1.656451,2.8183167,1931.221
winter,20240223-1,T2,1.482758,43.0,189.14789,187.48799,1.5970592,35.28689,946.3781
winter,20240223-1,T2,1.517241,44.0,188.94556,187.48172,-1.1031046,5.8706794,998.063
winter,20240223-1,T2,1.551724,45.0,188.41075,190.21208,-1.3353889,80.684845,2318.4082
winter,20240223-1,T2,1.586206,46.0,188.44499,190.7926,-1.4286243,16.864492,1870.3091
winter,20240223-1,T2,1.620689,47.0,188.44499,190.7926,-1.4286243,0.0,489.0668
winter,20240223-1,T2,1.655172,48.0,188.40518,194.4422,1.5808083,105.844025,3069.455
winter,20240223-1,T2,1.689655,49.0,188.34831,194.80746,1.5977212,10.7201805,2762.1257
winter,20240223-1,T2,1.724137,50.0,188.34831,194.80746,1.5977212,0.0,310.89212
winter,20240223-1,T2,1.75862,51.0,188.29121,197.68526,-1.5586925,83.47177,2420.664
winter,20240223-1,T2,1.793103,52.0,188.4685,199.26372,1.637837,46.06268,1110.3674
winter,20240223-1,T2,1.827586,53.0,185.90515,200.5896,1.5673143,83.6924,2314.6304
winter,20240223-1,T2,1.862068,54.0,188.49599,202.4423,1.5721163,92.37055,4357.402
winter,20240223-1,T2,1.896551,55.0,188.43613,202.16898,-1.6133856,8.114211,2857.7317
winter,20240223-1,T2,1.931034,56.0,188.45332,202.97209,-1.5105482,23.295351,907.5852
winter,20240223-1,T2,1.965517,57.0,188.44,206.3508,-1.6730857,97.98279,2166.205
winter,20240223-1,T2,2.0,58.0,189.04051,207.78229,1.5309411,45.01739,1717.0339
winter,20240223-1,T2,2.034482,59.0,189.04309,207.88254,1.5463144,2.9084663,1227.3202
winter,20240223-1,T2,2.068965,60.0,189.53955,210.05359,1.376452,64.58508,1790.3529
winter,20240223-1,T2,2.103448,61.0,189.53671,210.01839,1.3588095,1.0242478,1902.3524
winter,20240223-1,T2,2.137931,62.0,189.53671,210.01839,1.3588095,0.0,29.702978
winter,20240223-1,T2,2.172413,63.0,184.28986,220.85414,-0.018334031,349.14536,10125.438
winter,20240223-1,T2,2.206896,64.0,184.28986,220.85414,-0.018334031,0.0,10125.144
winter,20240223-1,T2,2.241379,65.0,184.28986,220.85414,-0.018334031,0.0,0.0
winter,20240223-1,T2,2.275862,66.0,184.28986,220.85414,-0.018334031,0.0,0.0
winter,20240223-1,T2,2.310344,67.0,184.28986,220.85414,-0.018334031,0.0,0.0
