ID,SEASON,TRIAL,A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,FOOD_x,FOOD_y,cmxpixel,unique_trial_ID
20201101-3,spring,T4,53.551179,70.860651,108.364507,13.883639,164.07937,68.51666,110.528191,124.41183,131.443803,24.702059,0.180307,spring_20201101-3_T4
20201101-3,spring,T5,53.911793,70.860651,107.643279,14.063946,164.620291,69.237888,110.167577,124.772444,131.984724,25.24298,0.180307,spring_20201101-3_T5
20201101-3,spring,T6,54.452714,71.401572,109.446349,14.604867,165.341519,68.336353,110.708498,124.41183,131.443803,22.898989,0.180307,spring_20201101-3_T6
20201101-3,spring,T7,54.813328,70.139423,109.446349,13.703332,165.161212,68.156046,110.167577,124.231523,129.640733,23.980831,0.180307,spring_20201101-3_T7
20201101-3,spring,T8,53.551179,71.221265,108.725121,14.785174,164.439984,68.877274,110.347884,125.313365,133.787794,24.521752,0.180307,spring_20201101-3_T8
20201101-3,spring,T9,54.813328,71.401572,109.446349,13.883639,165.341519,68.51666,110.347884,124.051216,130.542268,23.800524,0.180307,spring_20201101-3_T9
20201101-3,spring,T10,54.993635,71.040958,108.725121,13.703332,165.341519,68.51666,110.528191,124.41183,131.443803,22.718682,0.180307,spring_20201101-3_T10
20201103-1,spring,T1,53.551179,71.581879,107.643279,14.244253,164.439984,69.057581,110.528191,124.952751,130.542268,23.980831,0.180307,spring_20201103-1_T1
20201103-1,spring,T2,54.272407,71.581879,107.643279,14.604867,165.161212,69.237888,110.347884,125.133058,133.607487,23.259603,0.180307,spring_20201103-1_T2
20201103-1,spring,T3,53.370872,71.581879,107.282665,14.063946,164.07937,69.057581,110.528191,124.41183,130.722575,25.062673,0.180307,spring_20201103-1_T3
20201103-1,spring,T4,54.452714,70.680344,107.643279,13.883639,165.161212,69.418195,110.528191,124.41183,131.984724,24.882366,0.180307,spring_20201103-1_T4
20201103-1,spring,T5,53.551179,71.221265,108.003893,14.604867,163.899063,69.237888,110.528191,125.133058,132.705952,22.358068,0.180307,spring_20201103-1_T5
20201103-1,spring,T6,54.813328,70.860651,108.725121,14.42456,165.161212,69.598502,110.528191,124.952751,133.066566,24.702059,0.180307,spring_20201103-1_T6
20201103-1,spring,T7,54.272407,70.860651,109.085735,13.883639,164.980905,68.51666,110.528191,124.231523,126.26232,23.625307,0.180307,spring_20201103-1_T7
20201103-1,spring,T8,53.731486,70.860651,108.905428,14.604867,164.800598,68.696967,110.528191,124.772444,134.328715,22.898989,0.180307,spring_20201103-1_T8
20201103-1,spring,T9,54.272407,70.500037,109.446349,13.883639,164.980905,68.51666,110.708498,124.231523,134.148408,24.882366,0.180307,spring_20201103-1_T9
20201103-1,spring,T10,54.452714,70.860651,109.085735,14.42456,165.161212,68.877274,110.528191,124.952751,131.083189,24.702059,0.180307,spring_20201103-1_T10
20201103-4,spring,T1,53.551179,71.221265,107.643279,14.063946,164.07937,69.237888,110.347884,124.952751,131.443803,24.341445,0.180307,spring_20201103-4_T1
20201103-4,spring,T2,54.452714,70.860651,109.626656,13.883639,165.161212,68.877274,110.347884,124.41183,133.246873,24.702059,0.180307,spring_20201103-4_T2
20201103-4,spring,T3,53.551179,71.581879,108.003893,14.063946,164.07937,69.057581,110.528191,125.313365,133.787794,24.702059,0.180307,spring_20201103-4_T3
20201103-4,spring,T4,53.010258,70.500037,107.823586,13.523025,164.620291,68.156046,110.347884,124.231523,133.787794,21.997454,0.180307,spring_20201103-4_T4
20201103-4,spring,T5,54.813328,70.31973,109.446349,14.604867,165.521826,69.418195,110.528191,125.313365,131.984724,26.144515,0.180307,spring_20201103-4_T5
20201103-4,spring,T6,54.813328,71.762186,109.98727,14.42456,165.702133,69.418195,110.528191,125.133058,135.049943,25.24298,0.180307,spring_20201103-4_T6
20201103-4,spring,T7,53.911793,70.31973,108.544814,13.883639,164.800598,68.51666,110.528191,124.231523,130.181654,22.358068,0.180307,spring_20201103-4_T7
20201103-4,spring,T8,53.731486,70.860651,109.266042,14.604867,164.620291,69.418195,110.347884,124.952751,131.804417,22.358068,0.180307,spring_20201103-4_T8
20201103-4,spring,T9,54.272407,70.31973,109.085735,13.523025,164.620291,68.156046,110.528191,124.41183,131.984724,23.43991,0.180307,spring_20201103-4_T9
20201103-4,spring,T10,54.813328,71.040958,109.446349,14.42456,165.341519,69.237888,110.528191,124.772444,134.148408,21.997454,0.180307,spring_20201103-4_T10
20201103-5,spring,T1,53.370872,71.581879,108.1842,14.42456,164.07937,68.877274,109.806963,124.952751,131.984724,23.43991,0.180307,spring_20201103-5_T1
20201103-5,spring,T2,54.272407,71.221265,108.725121,14.604867,164.980905,69.237888,109.626656,124.952751,132.345338,25.24298,0.180307,spring_20201103-5_T2
20201103-5,spring,T3,53.551179,71.581879,107.643279,14.604867,164.439984,69.237888,109.626656,124.772444,132.345338,24.161138,0.180307,spring_20201103-5_T3
20201103-5,spring,T4,53.551179,70.860651,108.1842,13.883639,164.07937,68.156046,109.266042,124.41183,130.361961,26.144515,0.180307,spring_20201103-5_T4
20201103-5,spring,T5,53.551179,70.860651,108.364507,14.604867,164.07937,68.51666,110.528191,124.952751,131.804417,25.423287,0.180307,spring_20201103-5_T5
20201103-5,spring,T6,54.452714,71.581879,109.085735,14.244253,165.161212,69.057581,110.528191,124.772444,134.328715,25.603594,0.180307,spring_20201103-5_T6
20201103-5,spring,T7,53.731486,70.139423,108.364507,13.703332,164.620291,68.156046,110.528191,124.231523,131.443803,24.702059,0.180307,spring_20201103-5_T7
20201103-5,spring,T8,53.911793,70.680344,108.725121,14.604867,164.620291,69.237888,110.347884,124.952751,131.083189,25.24298,0.180307,spring_20201103-5_T8
20201103-5,spring,T9,54.452714,70.31973,108.905428,14.244253,165.161212,68.51666,110.528191,124.592137,132.525645,23.980831,0.180307,spring_20201103-5_T9
20201103-5,spring,T10,54.633021,70.860651,108.905428,14.063946,165.161212,68.696967,110.888805,124.41183,132.165031,24.702059,0.180307,spring_20201103-5_T10
20201106-1,spring,T1,53.370872,70.860651,107.643279,13.883639,163.718756,68.877274,110.167577,124.41183,128.558891,23.620217,0.180307,spring_20201106-1_T1
20201106-1,spring,T2,54.272407,71.581879,108.905428,14.604867,164.800598,69.598502,110.167577,124.772444,129.099812,24.882366,0.180307,spring_20201106-1_T2
20201106-1,spring,T3,53.370872,71.221265,107.462972,14.604867,164.07937,69.237888,110.528191,124.952751,130.181654,24.341445,0.180307,spring_20201106-1_T3
20201106-1,spring,T4,53.551179,70.860651,108.1842,14.063946,164.07937,68.51666,110.167577,124.592137,129.640733,21.817147,0.180307,spring_20201106-1_T4
20201106-1,spring,T5,53.731486,70.680344,108.725121,14.604867,164.439984,69.598502,110.347884,124.952751,131.263496,26.144515,0.180307,spring_20201106-1_T5
20201106-1,spring,T6,54.272407,70.860651,109.446349,14.785174,164.800598,69.237888,110.347884,125.313365,131.804417,24.882366,0.180307,spring_20201106-1_T6
20201106-1,spring,T7,54.272407,71.040958,108.905428,13.883639,164.980905,68.51666,109.806963,124.41183,131.443803,23.43991,0.180307,spring_20201106-1_T7
20201106-1,spring,T8,54.272407,71.221265,108.544814,14.785174,164.620291,69.418195,109.98727,125.133058,131.984724,24.882366,0.180307,spring_20201106-1_T8
20201106-1,spring,T9,54.272407,70.860651,109.266042,14.42456,164.980905,69.598502,109.98727,124.952751,133.246873,27.586971,0.180307,spring_20201106-1_T9
20201106-1,spring,T10,54.0921,71.221265,108.905428,14.42456,164.620291,68.696967,109.98727,125.133058,136.672706,22.898989,0.180307,spring_20201106-1_T10
20200623-1,summer,T1,168.6783,170.2164,125.35515,105.87255,190.46805,61.524,234.8166,127.1496,140.9925,131.50755,0.25635,summer_20200623-1_T1
20200623-1,summer,T2,168.42195,170.47275,125.6115,104.84715,190.46805,60.75495,235.3293,125.35515,137.165801391822,134.350831587139,0.25635,summer_20200623-1_T2
20200623-1,summer,T3,169.44735,170.47275,125.6115,105.87255,190.7244,61.0113,235.58565,126.38055,141.24885,132.7893,0.25635,summer_20200623-1_T3
20200623-1,summer,T4,169.191,169.96005,125.35515,104.84715,190.2117,60.24225,235.3293,126.1242,139.9671,132.2766,0.25635,summer_20200623-1_T4
20200623-1,summer,T5,169.44735,169.96005,125.6115,104.33445,190.7244,59.4732,235.842,125.0988,140.73615,133.04565,0.25635,summer_20200623-1_T5
20200623-1,summer,T6,169.44735,170.47275,125.6115,103.5654,191.2371,60.4986,235.842,125.86785,140.4798,135.8655,0.25635,summer_20200623-1_T6
20200623-1,summer,T7,168.93465,170.47275,125.35515,105.1035,190.2117,60.24225,235.3293,126.1242,139.9671,132.7893,0.25635,summer_20200623-1_T7
20200623-1,summer,T8,169.96005,170.47275,125.86785,104.0781,190.7244,60.4986,236.09835,125.86785,137.933520429463,134.606737933019,0.25635,summer_20200623-1_T8
20200623-1,summer,T9,168.42195,169.96005,125.35515,105.1035,189.699,60.24225,235.58565,126.38055,139.71075,132.02025,0.25635,summer_20200623-1_T9
20200623-1,summer,T10,169.191,169.96005,125.6115,104.33445,190.46805,59.9859,235.58565,125.86785,139.9671,133.04565,0.25635,summer_20200623-1_T10
20200625-3,summer,T1,189.91107,165.14781,137.86528,106.00731,204.82365,57.9351,250.1976,123.048,153.543807528159,132.815393511857,0.25635,summer_20200625-3_T1
20200625-3,summer,T2,185.85375,168.1656,140.4798,102.79635,205.33635,58.19145,250.45395,123.81705,153.799713874039,131.024049090695,0.25635,summer_20200625-3_T2
20200625-3,summer,T3,190.936,164.6944,139.9671,105.1035,205.08,58.70415,250.1976,123.048,154.3227,133.55835,0.25635,summer_20200625-3_T3
20200625-3,summer,T4,185.5974,168.1656,139.9671,103.0527,204.5673,58.19145,250.1976,123.5607,155.09175,132.7893,0.25635,summer_20200625-3_T4
20200625-3,summer,T5,186.1101,167.90925,140.22345,102.79635,205.33635,57.4224,250.45395,121.76625,155.3481,130.48215,0.25635,summer_20200625-3_T5
20200625-3,summer,T6,184.85666,166.45453,137.06166,106.65176,198.99272,59.67383,241.45174,121.25404,156.3735,132.02025,0.25635,summer_20200625-3_T6
20200625-3,summer,T7,186.36645,168.42195,136.45967,104.54351,194.81493,59.21093,240.47205,123.99969,151.8446,130.76532,0.25635,summer_20200625-3_T7
20200625-3,summer,T8,186.11482,163.27605,138.2968,104.11789,197.62833,60.985485,243.25797,118.616234,152.7584,132.93721,0.25635,summer_20200625-3_T8
20200625-3,summer,T9,185.85375,168.1656,139.9671,103.30905,205.08,57.67875,250.45395,123.30435,155.3481,131.50755,0.25635,summer_20200625-3_T9
20200625-3,summer,T10,186.1101,168.42195,137.472,104.24216,197.50497,54.52667,241.38266,121.061844,152.2719,130.2258,0.25635,summer_20200625-3_T10
20200625-7,summer,T1,158.4243,164.064,115.3575,98.18205,179.445,54.60255,224.5626,118.17735,126.417734864851,128.464985631893,0.25635,summer_20200625-7_T1
20200625-7,summer,T2,157.9116,162.78225,115.8702,97.9257,179.9577,53.57715,225.33165,119.20275,128.43135,126.38055,0.25635,summer_20200625-7_T2
20200625-7,summer,T3,159.19335,163.5513,115.3575,98.69475,180.21405,54.60255,224.81895,119.71545,127.697266594252,128.209079286013,0.25635,summer_20200625-7_T3
20200625-7,summer,T4,159.19335,163.29495,115.3575,98.4384,180.21405,53.8335,224.5626,118.69005,129.2004,125.86785,0.25635,summer_20200625-7_T4
20200625-7,summer,T5,158.4243,163.0386,116.12655,97.413,180.21405,53.8335,224.81895,118.69005,129.7131,126.38055,0.25635,summer_20200625-7_T5
20200625-7,summer,T6,159.19335,163.80765,116.12655,98.9511,179.9577,54.08985,225.33165,120.9972,131.50755,126.38055,0.25635,summer_20200625-7_T6
20200625-7,summer,T7,158.68065,163.0386,116.12655,97.66935,179.9577,53.8335,224.30625,119.71545,128.94405,125.0988,0.25635,summer_20200625-7_T7
20200625-7,summer,T8,159.19335,163.5513,116.63925,97.9257,180.9831,54.3462,225.588,118.4337,128.94405,123.81705,0.25635,summer_20200625-7_T8
20200625-7,summer,T9,158.68065,163.5513,115.3575,97.413,180.9831,53.8335,224.5626,117.921,130.99485,124.0734,0.25635,summer_20200625-7_T9
20200625-7,summer,T10,159.70605,162.78225,116.12655,98.69475,180.4704,53.8335,224.5626,119.71545,130.2258,125.86785,0.25635,summer_20200625-7_T10
20200731-2,summer,T1,189.1863,171.2418,142.0179,107.1543,205.5927,61.0113,252.7611,124.0734,152.94719,133.17538,0.25635,summer_20200731-2_T1
20200731-2,summer,T2,186.64897,163.58,138.51852,106.376724,196.27904,58.70175,239.08682,129.6195,149.5685,128.49469,0.25635,summer_20200731-2_T2
20200731-2,summer,T3,191.2371,171.7545,142.0179,107.41065,205.5927,60.75495,252.2484,124.0734,160.21875,136.8909,0.25635,summer_20200731-2_T3
20200731-2,summer,T4,182.57798,165.060363,136.193304,103.62534,197.628327,58.474299,242.285914,119.415868,154.204375,127.557859,0.246727,summer_20200731-2_T4
20200731-2,summer,T5,182.084526,164.566909,136.686758,103.131886,198.615235,58.227572,243.766276,119.909322,152.477286,131.258764,0.246727,summer_20200731-2_T5
20200731-2,summer,T6,190.7244,172.2672,142.0179,107.92335,205.84905,61.26765,252.7611,124.0734,159.19335,125.0988,0.25635,summer_20200731-2_T6
20200731-2,summer,T7,188.6736,171.49815,141.5052,107.41065,204.82365,60.75495,251.7357,124.0734,156.62985,134.8401,0.25635,summer_20200731-2_T7
20200731-2,summer,T8,190.2117,170.98545,142.0179,107.92335,205.84905,60.75495,253.01745,124.0734,158.4243,136.3782,0.25635,summer_20200731-2_T8
20200731-2,summer,T9,182.331253,165.060363,136.440031,102.885159,197.628327,58.721026,242.779368,119.662595,150.750197,129.284948,0.246727,summer_20200731-2_T9
20200731-2,summer,T10,189.44265,171.2418,141.76155,105.6162,205.33635,60.4986,251.99205,122.5353,158.68065,135.8655,0.25635,summer_20200731-2_T10
20200731-3,summer,T1,189.699,170.98545,142.0179,107.667,205.33635,60.24225,252.7611,123.81705,156.62985,134.58375,0.25635,summer_20200731-3_T1
20200731-3,summer,T2,188.6736,171.49815,142.5306,106.89795,205.33635,60.24225,252.7611,123.5607,155.8608,133.8147,0.25635,summer_20200731-3_T2
20200731-3,summer,T3,189.44265,171.49815,141.76155,107.667,205.08,60.75495,252.50475,123.81705,160.4751,136.3782,0.25635,summer_20200731-3_T3
20200731-3,summer,T4,182.57798,165.060363,136.193304,103.62534,197.628327,58.474299,242.285914,119.662595,153.957648,127.311132,0.246727,summer_20200731-3_T4
20200731-3,summer,T5,181.837799,164.073455,136.686758,103.131886,197.875054,57.980845,243.766276,118.675687,152.477286,130.025129,0.246727,summer_20200731-3_T5
20200731-3,summer,T6,189.699,172.01085,142.0179,108.1797,205.84905,61.26765,252.7611,123.81705,158.4243,123.81705,0.25635,summer_20200731-3_T6
20200731-3,summer,T7,188.92995,171.49815,141.24885,108.43605,204.82365,60.75495,251.7357,124.0734,157.3989,135.60915,0.25635,summer_20200731-3_T7
20200731-3,summer,T8,190.46805,170.98545,142.27425,108.1797,206.1054,60.75495,253.01745,124.0734,157.3989,132.53295,0.25635,summer_20200731-3_T8
20200731-3,summer,T9,181.837799,165.060363,136.193304,103.62534,197.875054,58.721026,242.532641,119.662595,150.50347,129.038221,0.246727,summer_20200731-3_T9
20200731-3,summer,T10,189.95535,170.98545,142.0179,106.38525,205.33635,60.75495,252.2484,122.79165,157.9116,135.3528,0.25635,summer_20200731-3_T10
20200804-2,summer,T1,168.6783,173.8053,122.27895,110.48685,185.5974,63.5748,233.02215,127.40595,136.8909,139.19805,0.25635,summer_20200804-2_T1
20200804-2,summer,T2,168.1656,173.2926,122.27895,108.43605,185.5974,63.0621,233.02215,126.89325,133.839018895378,138.957145812984,0.25635,summer_20200804-2_T2
20200804-2,summer,T3,166.88385,174.318,122.27895,110.48685,186.6228,64.0875,233.53485,127.40595,135.11855062478,138.189426775343,0.25635,summer_20200804-2_T3
20200804-2,summer,T4,170.47275,174.06165,122.5353,109.7178,186.36645,63.31845,233.2785,126.89325,137.933520429463,136.398082354181,0.25635,summer_20200804-2_T4
20200804-2,summer,T5,169.191,173.8053,122.5353,108.94875,186.1101,62.80575,233.2785,127.91865,138.9417,138.429,0.25635,summer_20200804-2_T5
20200804-2,summer,T6,168.6783,174.318,122.79165,109.7178,186.36645,63.31845,233.53485,127.91865,138.429,136.3782,0.25635,summer_20200804-2_T6
20200804-2,summer,T7,167.6529,174.318,121.76625,110.99955,186.1101,63.83115,233.02215,127.6623,137.9163,135.3528,0.25635,summer_20200804-2_T7
20200804-2,summer,T8,168.93465,173.54895,122.79165,109.7178,186.6228,63.83115,233.53485,125.6115,139.4544,137.9163,0.25635,summer_20200804-2_T8
20200804-2,summer,T9,169.191,173.8053,122.27895,108.94875,186.1101,63.5748,232.7658,127.1496,137.65995,135.60915,0.25635,summer_20200804-2_T9
20200804-2,summer,T10,168.6783,173.54895,122.79165,108.94875,186.87915,63.31845,233.53485,127.6623,137.933520429463,138.189426775343,0.25635,summer_20200804-2_T10
20200810-2,summer,T1,187.6482,168.1656,140.9925,103.82175,205.33635,57.67875,251.47935,121.76625,157.9116,132.02025,0.25635,summer_20200810-2_T1
20200810-2,summer,T2,188.1609,167.39655,140.73615,103.0527,205.5927,56.65335,251.7357,121.25355,154.311526565799,132.047674474216,0.25635,summer_20200810-2_T2
20200810-2,summer,T3,186.87915,167.6529,140.9925,104.0781,205.84905,57.9351,251.7357,121.25355,153.799713874039,133.327206203618,0.25635,summer_20200810-2_T3
20200810-2,summer,T4,186.36645,167.39655,140.9925,102.79635,205.33635,57.4224,251.223,121.25355,155.60445,130.7385,0.25635,summer_20200810-2_T4
20200810-2,summer,T5,187.1355,167.39655,140.9925,102.79635,205.33635,57.16605,251.7357,120.74085,156.62985,130.2258,0.25635,summer_20200810-2_T5
20200810-2,summer,T6,187.1355,168.6783,140.9925,104.0781,205.84905,57.9351,251.7357,122.27895,152.776088490518,133.327206203618,0.25635,summer_20200810-2_T6
20200810-2,summer,T7,187.1355,168.1656,140.22345,104.0781,205.33635,57.9351,250.7103,122.27895,156.3735,130.2258,0.25635,summer_20200810-2_T7
20200810-2,summer,T8,187.90455,168.42195,141.5052,103.0527,205.33635,57.4224,251.7357,122.27895,157.65525,130.48215,0.25635,summer_20200810-2_T8
20200810-2,summer,T9,187.90455,167.6529,140.9925,103.30905,205.33635,57.16605,251.223,121.76625,155.846964641081,130.000423707174,0.25635,summer_20200810-2_T9
20240223-1,winter,T1,86.931944,158.59206,148.606634,103.084839,205.288611,160.354194,146.8445,219.091994,171.808065,112.482887,0.293689,winter_20240223-1_T1
20240223-1,winter,T2,86.931944,158.59206,148.606634,103.084839,205.288611,160.354194,146.8445,219.091994,171.808065,112.482887,0.293689,winter_20240223-1_T2
20240223-1,winter,T3,86.050877,157.710993,148.900323,102.79115,204.407544,159.473127,145.376055,217.623549,171.514376,112.773576,0.293689,winter_20240223-1_T3
20240223-1,winter,T4,86.344566,158.59206,146.8445,102.203772,205.288611,161.822639,145.082366,218.504616,171.808065,112.776576,0.293689,winter_20240223-1_T4
20240223-1,winter,T6,69.310604,157.417304,129.22316,104.846973,187.373582,161.822639,125.698892,219.385683,154.48094,116.30124,0.293689,winter_20240223-1_T6
20240223-1,winter,T7,72.834872,159.179438,132.16005,103.084839,190.016783,160.941572,128.342093,218.210927,156.536237,113.363954,0.293689,winter_20240223-1_T7
20240223-1,winter,T8,73.715939,160.354194,136.271696,105.72804,192.072606,162.703706,130.397916,222.616262,158.298371,114.245021,0.293689,winter_20240223-1_T8
20240223-1,winter,T10,72.834872,160.060505,135.684318,106.315418,190.89785,162.997395,131.866361,221.735195,158.59206,114.53871,0.293689,winter_20240223-1_T10
20240225-1,winter,T2,95.155236,145.376055,155.65517,91.337279,213.218214,146.8445,153.011969,204.994922,181.499802,100.441638,0.293689,winter_20240225-1_T2
20240225-1,winter,T4,96.036303,146.8445,155.948859,92.512035,213.805592,146.8445,153.305658,205.288611,179.443979,99.560571,0.293689,winter_20240225-1_T4
20240225-1,winter,T5,96.91737,145.963433,157.710993,92.512035,214.980348,147.725567,152.424591,202.64541,179.443979,100.441638,0.293689,winter_20240225-1_T5
20240225-1,winter,T6,97.504748,147.138189,156.536237,92.218346,214.099281,146.8445,153.893036,205.875989,178.562912,99.560571,0.293689,winter_20240225-1_T6
20240225-1,winter,T7,95.155236,145.082366,155.067792,90.456212,212.924525,145.963433,152.424591,205.288611,178.562912,100.147949,0.293689,winter_20240225-1_T7
20240225-1,winter,T8,96.036303,145.376055,157.417304,91.630968,213.218214,144.494988,153.893036,204.994922,178.562912,100.147949,0.293689,winter_20240225-1_T8
20240225-1,winter,T9,95.155236,145.082366,154.186725,91.630968,213.805592,145.082366,154.186725,204.994922,178.856601,99.560571,0.293689,winter_20240225-1_T9
20240225-1,winter,T10,95.155236,145.082366,154.186725,91.630968,213.805592,145.082366,154.186725,204.994922,178.856601,99.560571,0.293689,winter_20240225-1_T10
20240225-2,winter,T1,99.560571,126.873648,158.59206,72.247494,217.32986,126.873648,158.59206,186.492515,188.254649,79.29603,0.293689,winter_20240225-2_T1
20240225-2,winter,T2,100.441638,126.579959,161.235261,73.128561,219.973061,127.461026,160.941572,185.905137,183.849314,80.764475,0.293689,winter_20240225-2_T2
20240225-2,winter,T3,101.029016,124.817825,162.116328,72.247494,218.504616,129.22316,160.060505,185.611448,184.143003,81.645542,0.293689,winter_20240225-2_T3
20240225-2,winter,T5,100.441638,126.873648,160.060505,73.715939,218.504616,128.342093,157.710993,185.905137,184.730381,81.058164,0.293689,winter_20240225-2_T5
20240225-2,winter,T6,102.203772,125.111514,162.116328,71.953805,219.385683,127.461026,158.59206,185.611448,188.548338,81.939231,0.293689,winter_20240225-2_T6
20240225-2,winter,T7,101.029016,125.698892,161.235261,73.715939,219.973061,128.342093,160.060505,187.373582,184.730381,82.526609,0.293689,winter_20240225-2_T7
20240225-2,winter,T8,99.560571,125.698892,160.941572,73.715939,217.623549,125.698892,155.65517,186.786204,187.373582,81.058164,0.293689,winter_20240225-2_T8
20240225-2,winter,T9,102.203772,125.111514,162.703706,72.834872,218.210927,127.754715,158.59206,186.492515,188.254649,81.645542,0.293689,winter_20240225-2_T9
20240225-2,winter,T10,101.322705,125.992581,162.703706,72.834872,218.504616,127.754715,159.179438,185.905137,189.429405,81.058164,0.293689,winter_20240225-2_T10
20240225-3,winter,T1,82.526609,147.138189,141.851787,92.512035,199.70852,145.376055,139.208586,206.757056,167.109041,103.084839,0.293689,winter_20240225-3_T1
20240225-3,winter,T2,81.645542,145.963433,140.97072,90.749901,199.70852,145.963433,138.03383,205.875989,167.109041,101.029016,0.293689,winter_20240225-3_T2
20240225-3,winter,T3,80.764475,146.257122,140.677031,91.337279,197.946386,146.8445,139.208586,206.169678,167.40273,101.322705,0.293689,winter_20240225-3_T3
20240225-3,winter,T4,81.645542,147.138189,142.439165,91.630968,199.121142,147.725567,138.914897,205.288611,167.109041,102.79115,0.293689,winter_20240225-3_T4
20240225-3,winter,T5,82.526609,147.725567,140.677031,93.393102,199.70852,152.424591,139.208586,206.757056,166.521663,101.910083,0.293689,winter_20240225-3_T5
20240225-3,winter,T6,81.645542,147.725567,140.97072,91.630968,199.121142,148.019256,138.03383,207.050745,167.990108,100.441638,0.293689,winter_20240225-3_T6
20240225-3,winter,T7,82.526609,146.257122,142.439165,91.337279,200.002209,148.019256,140.97072,205.288611,167.40273,96.91737,0.293689,winter_20240225-3_T7
20240225-3,winter,T8,81.645542,145.082366,140.97072,91.337279,200.002209,147.725567,138.914897,118.944045,167.990108,98.679504,0.293689,winter_20240225-3_T8
20240225-3,winter,T9,81.939231,145.376055,142.732854,90.749901,199.121142,147.138189,138.327519,205.288611,167.109041,99.266882,0.293689,winter_20240225-3_T9
20240225-3,winter,T10,81.058164,144.201299,143.613921,90.749901,198.827453,147.138189,138.914897,205.875989,167.40273,96.91737,0.293689,winter_20240225-3_T10
20240225-4,winter,T1,71.072738,146.257122,131.866361,91.337279,189.429405,146.8445,130.104227,205.288611,154.186725,99.266882,0.293689,winter_20240225-4_T1
20240225-4,winter,T2,71.072738,144.201299,130.104227,91.630968,189.135716,146.8445,125.992581,204.407544,154.186725,99.560571,0.293689,winter_20240225-4_T2
20240225-4,winter,T3,70.191671,145.082366,132.16005,91.630968,188.254649,146.8445,129.22316,205.875989,154.774103,99.266882,0.293689,winter_20240225-4_T3
20240225-4,winter,T5,71.366427,146.257122,130.985294,90.456212,188.548338,146.8445,128.342093,204.994922,153.893036,98.679504,0.293689,winter_20240225-4_T5
20240225-4,winter,T6,71.366427,144.494988,131.866361,90.749901,189.135716,145.376055,126.873648,204.994922,154.186725,99.560571,0.293689,winter_20240225-4_T6
20240225-4,winter,T7,71.953805,145.082366,132.16005,91.630968,188.254649,147.138189,126.579959,206.169678,154.774103,99.266882,0.293689,winter_20240225-4_T7
20240225-4,winter,T8,70.191671,145.376055,129.516849,90.456212,189.135716,147.138189,127.461026,204.407544,155.067792,99.560571,0.293689,winter_20240225-4_T8
20240225-4,winter,T9,70.48536,145.376055,132.16005,90.749901,189.135716,147.725567,128.635782,204.994922,154.186725,99.560571,0.293689,winter_20240225-4_T9
20240225-4,winter,T10,70.191671,146.8445,131.278983,91.337279,190.016783,145.963433,127.754715,206.757056,154.774103,99.560571,0.293689,winter_20240225-4_T10
20240228-1,winter,T1,85.16981,145.376055,145.082366,91.337279,203.232788,148.019256,141.558098,206.169678,170.045931,99.560571,0.293689,winter_20240228-1_T1
20240228-1,winter,T2,85.463499,146.257122,145.376055,91.337279,202.64541,146.257122,142.732854,206.169678,170.633309,99.560571,0.293689,winter_20240228-1_T2
20240228-1,winter,T3,84.288743,147.138189,145.963433,92.218346,202.351721,147.138189,140.97072,206.757056,170.633309,99.560571,0.293689,winter_20240228-1_T3
20240228-1,winter,T4,84.288743,145.082366,144.494988,89.868834,202.64541,147.138189,140.97072,204.994922,170.045931,100.441638,0.293689,winter_20240228-1_T4
20240228-1,winter,T5,85.16981,145.082366,144.494988,91.630968,204.113855,146.257122,142.732854,206.757056,170.633309,99.560571,0.293689,winter_20240228-1_T5
20240228-1,winter,T6,86.050877,145.082366,145.082366,90.456212,203.232788,146.8445,141.558098,205.875989,170.633309,99.560571,0.293689,winter_20240228-1_T6
20240228-1,winter,T7,85.16981,145.082366,145.963433,90.456212,203.526477,149.487701,142.439165,205.288611,170.926998,99.560571,0.293689,winter_20240228-1_T7
20240228-1,winter,T8,83.701365,144.494988,146.257122,91.630968,202.351721,148.606694,140.677031,205.875989,170.633309,99.560571,0.293689,winter_20240228-1_T8
20240228-1,winter,T9,84.288743,145.963433,145.082366,90.749901,203.232788,146.257122,140.677031,205.288611,170.926998,99.560571,0.293689,winter_20240228-1_T9
20240228-1,winter,T10,82.526609,145.082366,144.201299,90.749901,202.351721,145.963433,140.677031,205.288611,170.633309,99.560571,0.293689,winter_20240228-1_T10
20240228-2,winter,T1,95.155236,144.201299,156.829926,91.337279,214.099281,147.138189,152.130902,205.875989,182.08718,99.560571,0.293689,winter_20240228-2_T1
20240228-2,winter,T2,95.155236,145.963433,154.774103,91.337279,212.924525,145.376055,151.543524,204.407544,180.91304,101.61674,0.293689,winter_20240228-2_T2
20240228-2,winter,T3,94.274169,145.082366,154.186725,89.868834,212.924525,145.376055,151.249835,204.407544,177.094467,97.504748,0.293689,winter_20240228-2_T3
20240228-2,winter,T4,96.623681,144.201299,155.948859,90.456212,214.099281,148.606634,152.424591,204.994922,179.737668,98.679504,0.293689,winter_20240228-2_T4
20240228-2,winter,T5,81.645542,145.376055,142.439165,91.630968,200.002209,1473725567,137.446452,205.288611,167.990108,98.679504,0.293689,winter_20240228-2_T5
